MR,Author,Journal,Year,Publication Type,Citation,Version,Website,Lentght,Accuracy Score,Lenght
4200897,"Shen, J. and Zhou, S.",Front. Math. China,2020,article,"The GAP Group. GAP—Groups, Algorithms, and Programming, Version 4.7.4. 2014, www.gap-system.org+",4.7.4,Yes,96,3,96
1979499,"Shiina, T.",Tohoku Math. J. (2),2003,article,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.2, Aachen, St. Andrews, 1999.",4.2,No,95,2,95
3734339,"Shimada, I.",J. Number Theory,2018,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.9, http://www.gap-system.org, 2015.",4.7.9,Yes,105,3,105
3656352,"Shimada, I.",Math. Proc. Cambridge Philos. Soc.,2017,article,"The Gap Group. GAP - Groups, Algorithms and Programming. Version 4.7.9 (2015), (http://www.gap-system.org).",4.7.9,Yes,107,3,107
3635983,"Shimada, I. and Shioda, T.",Manuscripta Math.,2017,article,"The GAP Group: GAP-Groups, Algorithms, and Programming. Version 4.7.9. http://www.gap-system.org (2015)",4.7.9,Yes,103,3,103
3835563,"Shimada, I.",Michigan Math. J.,2018,article,"The GAP Group, GAP – Groups, Algorithms, and Programming. Version 4.7.9, 2015, langlehttp://www.gap-system.orgrangle.",4.7.9,Yes,117,3,117
3782230,"Shimada, I.",Eur. J. Math.,2018,article,"The GAP Group. GAP—Groups, Algorithms, and Programming. Version 4.7.9 (2015). http://www.gap-system.org",4.7.9,Yes,103,3,103
3928261,"Shimada, I.",Canad. J. Math.,2019,article,"The GAP Group, GAP - Groups, Algorithms, and Programming. Version 4.7.9; 2015 http://www.gap-system.org.",4.7.9,Yes,104,3,104
4117504,"Shimada, I.",Ann. Mat. Pura Appl. (4),2020,article,"The GAP Group. GAP - Groups, Algorithms, and Programming. Version 4.8.6 (2016). http://www.gap-system.org",4.8.6,Yes,105,3,105
3541689,"Schulte, E.",J. Algebra,2016,article,"T. Breuer, Ordinary character tables of defect normalizers in central extensions of sporadic simple groups in GAP, in preparation.",Unknown,No,130,1,130
3541689,"Schulte, E.",J. Algebra,2016,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, version 4.4.12, http://www.gap-system.org, 2008.",4.4.12,Yes,106,3,106
2680175,"Schürmann, A.",Adv. Math.,2010,article,"The GAP group, GAP - Groups, Algorithms, Programming - a system for computational discrete algebra, ver. 4.4, http://www.gap-system.org/.",4.4,Yes,137,3,137
2440690,"Skotiniotis, M. and Roy, A. and Sanders, B. C.",J. Math. Phys.,2008,article,GAP is an open source tool for discrete computational algebra http://www.gap-system.org/.,Unknown,Yes,89,1,89
2273721,"Siciliano, S.",Comm. Algebra,2006,article,"The GAP Group. (1999). GAP—Groups, Algorithms, and Programming, Version 4.2; Aachen, St Andrews (http://www-gap.dcs.st-and.ac.uk/ gap)",4.2,Yes,134,3,134
2300003,"Sikirić, M. D. and Schürmann, A. and Vallentin, F.",Electron. Res. Announc. Amer. Math. Soc.,2007,article,"The GAP Group, GAP — Groups, Algorithms, and Programming, Version 4.4.6; 2005. http://www.gap-system.org.",4.4.6,Yes,105,3,105
2114680,"Silverberg, A. and Zarhin, Y. G.",J. Number Theory,2005,article,"GAP—Groups, Algorithms and Programming, computational discrete algebra system, http://www-gap.dcs.st-and.ac.uk/simgap.",Unknown,Yes,118,2,118
3034486,"Simion, I. I.",J. Algebra,2013,article,"The GAP Group, GAP, Groups, Algorithms, and Programming (Version 4.5.5), http://www.gap-system.org, 2012.",4.5.5,Yes,105,3,105
3282118,"Simion, I. I.",J. Pure Appl. Algebra,2015,article,"The GAP Group, Groups, algorithms, and programming (Version 4.5.5), http://www.gap-system.org, 2012.",4.5.5,Yes,100,3,100
1755428,"Simonis, J.",Discrete Math.,2000,incollection,"J. Baart, J. Cramwinckel, E. Minkes, E. Roijackers, GUAVA. Department of Pure Mathematics, Delft University of Technology, Delft, the Netherlands (1995). Obtainable through the web page of GAP, http://www-groups.dcs.st-and.ac.uk/simgap/.",Unknown,Yes,237,2,237
1755428,"Simonis, J.",Discrete Math.,2000,incollection,"M. Schönert et al., GAP—Groups, Algorithms, and Programming. Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, 5th edition, 1995, obtainable through the web page http://www-groups.dcs.st-and.ac.uk/simgap/.",Unknown,Yes,246,2,246
3331914,"Singh, N.",Proc. Indian Acad. Sci. Math. Sci.,2015,article,"Effenberger F and Spreer J, simpcomp–a GAP toolkit for simplicial complexes, Version 1.5.4 (2011) http://www.igt.uni-stuttgart.de/LstDiffgeo/simpcomp",1.5.4,Yes,149,3,149
2325920,"Slattery, M. C.",J. Symbolic Comput.,2007,article,"The GAP Group, 2004. GAP-Groups, Algorithms, and Programming, Version 4.4. http://www.gap-system.org.",4.4,Yes,101,3,101
3017840,"Slattery, M. C. and Zenisek, A. L.",Comment. Math. Univ. Carolin.,2012,article,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.12, (2008), (http://www.gap-system.org).",4.4.12,Yes,108,3,108
3017840,"Slattery, M. C. and Zenisek, A. L.",Comment. Math. Univ. Carolin.,2012,article,"Nagy G., Vojtěchovský P., LOOPS: Computing with quasigroups and loops in GAP, Version 2.0.0, (2008), (http://www.math.du.edu/loops). 
MR2379126",2.0.0,Yes,143,3,143
3298668,"Smith, J. D. H.",J. Combin. Des.,2015,article,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.12; 2008, http://www.gap-system.org",4.4.12,Yes,103,3,103
3404474,"Smith, J. P.",Discrete Math.,2016,article,"GAP. GAP–Groups, Algorithms, and Programming, Version 4.7.4. The GAP Group, 2014. URL http://www.gap-system.org.",4.7.4,Yes,112,3,112
3100139,"Sodaïgui, B.",Funct. Approx. Comment. Math.,2013,article,"GAP group, Algorithms and Programming, Version 4.4.9, 2006, http://www.gap-system.org.",4.4.9,Yes,86,2,86
2228647,"Soicher, L. H.",J. Algebra,2006,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, version 4.4, http://www.gap-system.org/, 2005.",4.4,Yes,102,3,102
2652095,"Soicher, L. H.",J. Combin. Theory Ser. A,2010,article,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4, 2006, http://www.gap-system.org/.",4.4,Yes,104,3,104
2793224,"Soicher, L. H.",Discrete Math.,2011,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.12, 2008, http://www.gap-system.org/.",4.4.12,Yes,105,3,105
2914781,"Soicher, L. H.",J. Combin. Des.,2012,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.12, 2008, http://www.gap-system.org",4.4.12,Yes,103,3,103
3272381,"Soicher, L. H.",J. Algebra,2015,article,"GAP Group, GAP—Groups, Algorithms, and Programming, version 4.7.4, http://www.gap-system.org/, 2014.",4.7.4,Yes,100,3,100
3763900,"Soicher, L. H.",Port. Math.,2017,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.3, 2016, http://www.gap-system.org/",4.8.3,Yes,105,3,105
3654195,"Soicher, L. H.",Des. Codes Cryptogr.,2017,article,"The GAP Group. GAP—Groups, Algorithms, and Programming, Version 4.7.7 (2015). http://www.gap-system.org.",4.7.7,Yes,104,3,104
2170370,"Sonnino, A.",Australas. J. Combin.,2005,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, 2002, (http://www.gap-system.org).",4.3,Yes,103,3,103
3210196,"Sonnino, A.",Des. Codes Cryptogr.,2014,article,"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.5.4. http://www.gap-system.org. (2012)",4.5.4,Yes,104,3,104
2426896,"Sorge, V. and Colton, S. and McCasland, R. and Meier, A.",Comment. Math. Univ. Carolin.,2008,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, 2002, http://www.gap-system.org.",4.3,Yes,101,3,101
4082424,"Soroko, I.",Internat. J. Algebra Comput.,2020,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.10.0 (2018), https://www.gap-system.org.",4.10.0,Yes,108,3,108
3988939,"Sorouhesh, M. R.",Bull. Iranian Math. Soc.,2019,article,"The GAP Group.: GAP-Groups, Algorithms and programming, Version 4.8.8 (2017). http://www.gapsystem.org",4.8.8,Yes,102,3,102
2114127,"Sottocornola, N.",J. Differential Equations,2005,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, 2002, http://www.gap-system.org.",4.3,Yes,101,3,101
1213836,"Souvignier, B.",Math. Comp.,1994,article,"M. Schönert (ed.), GAP: groups, algorithms and programming. Manual (version 3.1), Lehrstuhl D für Mathematik, RWTH Aachen, 1992.",3.1,No,128,2,128
2225761,"Spiga, P.",J. Algebra,2006,article,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.3; http://www.gap-system.org, 2002.",4.3,Yes,101,3,101
2526758,"Spiga, P.",Discrete Math.,2009,article,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4, 2005. http://www.gap-system.org.",4.4,Yes,101,3,101
2348100,"Spiga, P.",J. Algebraic Combin.,2007,article,"The GAP Group (2005). GAP—groups, algorithms, and programming, version 4.4, http://www.gap-system.org.",4.4,Yes,102,3,102
2536941,"Spiga, P.",Comm. Algebra,2009,article,"The GAP Group (2005). GAP - Groups, Algorithms, and Programming, Version 4.4; Available at: http://www.gap-system.org.",4.4,Yes,118,3,118
2976355,"Spiga, P.",Ars Combin.,2012,article,"The GAP Group, GAP Groups, Algorithms, and Programming, Version 4.3; 2002, http://www.gap-system.org.",4.3,Yes,101,3,101
4120752,"Spiga, P.",Bull. Aust. Math. Soc.,2020,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.8.7, 2017, available online at https://www.gap-system.org/Releases/4.8.7.html.",4.8.7,Yes,144,3,144
3879081,"Spirito, D.",J. Algebra Appl.,2018,article,"The GAP Group, GAP — Groups, Algorithms, and Programming, Version 4.8.7, 2017.",4.8.7,No,78,1,78
3164172,"Spreer, J.",Discrete Comput. Geom.,2014,article,"Effenberger, F., Spreer, J.: Simpcomp—a GAP toolbox for simplicial complexes. ACM Commun. Comput. Algebra 44(4), 186–189 (2010)",Unknown,No,127,1,127
3164172,"Spreer, J.",Discrete Comput. Geom.,2014,article,"GAP—groups, algorithms, and programming, version 4.5.6. http://www.gap-system.org (2012)",4.5.6,Yes,88,2,88
2821391,"Spreer, J. and Kühnel, W.",Exp. Math.,2011,article,"F. Effenberger and J. Spreer. ""simpcomp—A GAP Toolbox for Simplicial Complexes,"" version 1.4.0. Available online (http://www.igt.uni-stuttgart.de/LstDiffgeo/simpcomp), 2011.",1.4.0,Yes,173,3,173
2795540,"Spreer, J.",Discrete Math.,2011,article,"F. Effenberger, J. Spreer, Simpcomp–a GAP toolbox for simplicial complexes, ACM Commun. Comput. Algebra 44 (4) (2010) 186–189.",Unknown,No,126,1,126
2971755,"Spreer, J.",Beitr. Algebra Geom.,2012,article,"Effenberger, F., Spreer, J.: simpcomp: a GAP toolbox for simplicial complexes. ACM Commun. Comput. Algebra 44(4), 186–189 (2010)",Unknown,No,128,1,128
3437787,"Srinivasan, B.",Pacific J. Math.,2015,article,"The GAP Group, ""GAP – Groups, Algorithms, and Programming, Version 4.7.8"", 2015, Available at http://www.gap-system.org.",4.7.8,Yes,120,3,120
3144590,"Stanovský, D. and Vojtěchovský, P.",J. Algebra,2014,article,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.5.5, http://www.gap-system.org, 2012.",4.5.5,Yes,105,3,105
3144590,"Stanovský, D. and Vojtěchovský, P.",J. Algebra,2014,article,"G.P. Nagy, P. Vojtěchovský, LOOPS: Computing with quasigroups and loops in GAP, version 2.2.0, available at http://www.math.du.edu/loops.",2.2.0,Yes,137,3,137
3272634,"Stanovský, D. and Vojtěchovský, P.",Results Math.,2014,article,"The GAP Group: GAP—groups, algorithms, and programming, Version 4.5.5. http://www.gap-system.org (2012). Accessed 12 Feb 2014",4.5.5,Yes,125,3,125
3272634,"Stanovský, D. and Vojtěchovský, P.",Results Math.,2014,article,"Nagy, G.P., Vojtěchovský, P.: LOOPS: computing with quasigroups and loops in GAP, version 2.2.0. www.math.du.edu/loops. Accessed 12 Feb 2014",2.2.0,Yes,140,3,140
2683105,"Staroletov, A. M.",Sibirsk. Mat. Zh.,2010,article,"GAP—Groups, Algorithms and Programming, version 4.4.9 (http://www.gap-system.org).",4.4.9,Yes,82,2,82
2595755,"Stoimenow, A. and Tanaka, T.",J. Gökova Geom. Topol. GGT,2009,article,"GAP, a system for computational discrete algebra, available at http://www.gap-system.org/.",Unknown,Yes,90,2,90
2665776,"Stoimenow, A.",Internat. J. Algebra Comput.,2010,article,"GAP, A system for computational discrete algebra, available at http://www.gap-system.org/.",Unknown,Yes,90,2,90
3528435,"Stokes, K.",Semigroup Forum,2016,article,"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.7.7; 2015 (http://www.gap-system.org)",4.7.7,Yes,103,3,103
2661404,"Stones, D. S.",Electron. J. Combin.,2010,article,"The GAP Group, GAP–Groups, algorithms, programming–A system for computational discrete algebra. http://www.gap-system.org/",Unknown,Yes,122,2,122
2661404,"Stones, D. S.",Electron. J. Combin.,2010,article,"G. P. Nagy and P. Vojtěchovský, LOOPS–Computing with quasigroups and loops in GAP. http://www.math.du.edu/loops/",Unknown,Yes,112,2,112
2677665,"Stones, D. S.",Discrete Math.,2010,article,"The GAP group, GAP–groups, algorithms, programming–a system for computational discrete algebra. http://www.gap-system.org/.",Unknown,Yes,123,2,123
2912903,"Stones, D. S. and Vojtěchovský, P. and Wanless, I. M.",J. Combin. Des.,2012,article,"GAP—Groups, algorithms, programming—a system for computational discrete algebra, http://www.gap-system.org/.",Unknown,Yes,108,2,108
2912903,"Stones, D. S. and Vojtěchovský, P. and Wanless, I. M.",J. Combin. Des.,2012,article,"G. P. Nagy and P. Vojtěchovský, LOOPS—computing with quasigroups and loops in GAP, http://www.math.du.edu/loops/.",Unknown,Yes,113,2,113
3055224,"Stones, D. S.",European J. Combin.,2013,article,"G.P. Nagy, P. Vojtěchovský, LOOPS—Computing with quasigroups and loops in GAP, http://www.math.du.edu/loops/.",Unknown,Yes,109,2,109
3055224,"Stones, D. S.",European J. Combin.,2013,article,"The GAP Group, GAP—Groups, algorithms, programming—a system for computational discrete algebra. http://www.gap-system.org/.",Unknown,Yes,123,2,123
3811480,"Striker, J.",Discrete Math. Theor. Comput. Sci.,2018,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.8. (2015) http://www.gap-system.org.",4.7.8,Yes,106,3,106
2032853,"Stroppel, M.",Topology Proc.,2001,inproceedings,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.2; 2000, (http://www.gap-system.org).",4.2,Yes,105,3,105
3335114,"Szántó, C. and Szöll\H{o}si, I.",Bull. Lond. Math. Soc.,2015,article,"The GAP Group, `GAP—groups, algorithms, and programming, version 4.6.5', 2013, http://www.gap-system.org.",4.6.5,Yes,105,3,105
4163146,"Szántó, C. and Szöll\H{o}si, I.",J. Pure Appl. Algebra,2021,article,"The GAP Group, GAP - Groups, Algorithms and Programming, Version 4.9.1, http://www.gap-system.org, 2018.",4.9.1,Yes,104,3,104
3787813,"Szczepański, A.",Arch. Math. (Basel),2018,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.4.12, 2008, (http://www.gap-system.org).",4.4.12,Yes,108,3,108
3197181,"Szöll\H{o}si, I.",J. Algebra,2014,article,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.12, http://www.gap-system.org, 2008.",4.4.12,Yes,106,3,106
2181415,"Šuch, O.",Finite Fields Appl.,2005,article,"Lehrstuhl D für Mathematik, RWTH Aachen, GAP, Computer Program available from http://www-gap.dcs.st-and.ac.uk/gap.",Unknown,Yes,114,2,114
1877726,"Suciu, A. I.",Topology Appl.,2002,incollection,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.1, Aachen, St. Andrews, 1999, http://www-gap.dcs.st-and.ac.uk/simgap.",4.1,Yes,135,3,135
1765312,"Suleiman, I. A. I. and Walsh, P. G. and Wilson, R. A.",Comm. Algebra,2000,article,"M. Schönert et al., GAP 3.4 Manual (Groups, Algorithms, and Programming), RWTH Aachen, 1994.",3.4,No,92,2,92
3981699,"Sun, H.",J. Algebra Appl.,2019,article,"The GAP Group, GAP — Groups, Algorithms, and Programming, Version 4.7.9, 2015. Available at: http://www.gap-system.org.",4.7.9,Yes,119,3,119
2287698,"Suter, R.",Manuscripta Math.,2007,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, version 4.2; Aachen, St. Andrews, 2000. http://www-gap.dcs.st-and.ac.uk/simgap",4.2,Yes,134,3,134
2287698,"Suter, R.",Manuscripta Math.,2007,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, version 4.4, 2004. http://www.gap-system.org",4.4,Yes,100,3,100
1854149,"Swallow, J. R.",Comm. Algebra,2001,article,"Schönert, M. et al., ""GAP–Groups, Algorithms, and Programming"", Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, Fifth Edition, 1995.",Unknown,No,175,1,175
1914994,"Swallow, J. R. and Thiem, F. N.",Comm. Algebra,2002,article,"Schönert, M.; et al. GAP–Groups, Algorithms, and Programming. Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, fifth edition, 1995.",Unknown,No,173,1,173
3592012,"Szántó, C. and Szöll\H{o}si, I.",Linear Algebra Appl.,2017,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, version 4.7.9, http://www.gap-system.org, 2015.",4.7.9,Yes,105,3,105
4039426,"Szymik, M.",J. Algebra,2020,article,"G.A.P. The, Group. GAP–groups, algorithms, and programming, software, www.gap-system.org.",Unknown,Yes,89,1,89
2188351,"Taeri, B.",J. Appl. Math. Comput.,2006,article,"M. Schonert et al., GAP: Groups, algorithms, and programming, Lehrstuhl D fur Mathematik, RWTH Aachen, 2002.",Unknown,No,108,1,108
2485036,"Taeri, B.",Bull. Malays. Math. Sci. Soc. (2),2009,article,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.4; 2005, (http://www.gap-system.org)",4.4,Yes,102,3,102
1780211,"Taherkhani, F.",Experiment. Math.,2000,article,"M. Schönert et al., GAP: Groups, algorithms, and programming, 5th ed., Lehrstuhl D für Mathematik, RWTH Aachen, 1996. See http://www-gap.dcs.st-and.ac.uk/simgap.",Unknown,Yes,161,2,161
1935039,"Tamburini, M. C. and Vdovin, E. P.",J. Algebra,2002,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.2, 2000, http://www.gap-system.org.",4.2,Yes,101,3,101
4068900,"Tan, Y. and Zhong, T.",Comm. Algebra,2020,article,"The GAP Group (2018). GAP – Groups, Algorithms, and Programming, Version 4.10.0. http://www.gap-system.org.",4.10.0,Yes,107,3,107
3124212,"Taylor, J.",J. Pure Appl. Algebra,2014,article,"J. Michel, Homepage of the development version of the GAP part of CHEVIE, 2011. http://www.math.jussieu.fr/simjmichel/chevie/index.html.",Unknown,Yes,136,2,136
3872317,"Taylor, G. K. and Vinroot, C. R.",J. Aust. Math. Soc.,2018,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.7; 2017 (http://www.gap-system.org).",4.8.7,Yes,106,3,106
3260900,"Thiel, U.",Algebr. Represent. Theory,2014,article,"Chlouveraki, M.: GAP functions for the calculation of the Rouquier blocks of the cyclotomic hecke algebras of all exceptional complex reflection groups. http://chlouveraki.perso.math.cnrs.fr/gap/. Version from April 2011 
MR2649277",Unknown,Yes,231,2,231
3021343,"Tian, D. and Zhou, S.",J. Combin. Des.,2013,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4 (2005), http://www.gap-system.org.",4.4,Yes,102,3,102
3310724,"Tian, D. and Zhou, S.",J. Combin. Des.,2015,article,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.7.2, 2013, http://www.gap-system.org.",4.7.2,Yes,103,3,103
3561624,"Tian, D. L. and Zhou, S. L.",Acta Math. Sinica (Chin. Ser.),2016,article,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.7.2; 2013, http://www.gap-system.org.",4.7.2,Yes,103,3,103
3176464,"Tiep, P. H.",Acta Math. Vietnam.,2014,article,"The GAP group: GAP—Groups, algorithms, and programming, Version 4.4 (2004). http://www.gapsystem.org",4.4,Yes,100,3,100
3866769,"Tiep, P. H. and Tong-Viet, H. P.",J. Algebra Appl.,2018,article,"The GAP Group, GAP — Groups, Algorithms, and Programming, Version 4.4.10, 2007. http://www.gap-system.org.",4.4.10,Yes,106,3,106
3386056,"Tiep, P. H.",Vietnam J. Math.,2015,article,"GAP group: GAP-groups, algorithms, and programming. Version 4.4 (2004). http://www.gap-system.org",4.4,Yes,97,3,97
3640820,"Timmer, J.",Comm. Algebra,2017,article,"The GAP Group. (2014). GAP – groups, algorithms, and programming, Version 4.7.4. Available at: http://www.gap-system.org.",4.7.4,Yes,121,3,121
2475600,"Timofeenko, A. V.",Fundam. Prikl. Mat.,2008,article,"GAP, http://www.gap-system.org/simgap/.",Unknown,Yes,39,1,39
3005606,"Tolue, B. and Erfanian, A.",J. Algebra Appl.,2013,article,"GAP, GAP-groups, algorithm and programming, 2002, Software available on line at http://www.gap-system.org.",Unknown,Yes,106,2,106
4148808,"Tolue, B.",Rend. Circ. Mat. Palermo (2),2020,article,"GAP: GAP-groups, algorithm and programming. http://www.gap-system.org. Accessed 7 Oct 2018",Unknown,Yes,90,2,90
2892513,"Tong-Viet, H. P.",Algebr. Represent. Theory,2012,article,"The GAP Group, GAP—Groups: Algorithms, and Programming, Version 4.4.10, http://www.gap-system.org (2007)",4.4.10,Yes,104,3,104
2925155,"Tong-Viet, H. P.",Monatsh. Math.,2012,article,"The GAP Group, GAP-Groups: Algorithms, and Programming, Version 4.4.10. http://www.gap-system.org (2007)",4.4.10,Yes,104,3,104
2787664,"Tong-Viet, H. P.",J. Algebra,2011,article,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.10, http://www.gap-system.org, 2007.",4.4.10,Yes,104,3,104
2961301,"Tong-Viet, H. P. and Wakefield, T. P.",Monatsh. Math.,2012,article,"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.4.10. http://www.gap-system.org (2007)",4.4.10,Yes,104,3,104
3010848,"Tong-Viet, H. P.",Forum Math.,2013,article,"The GAP Group, GAP–Groups, Algorithms, Programming–A System for Computational Discrete Algebra, http://www.gap-system.org, Version 4.4.7, 2006.",4.4.7,Yes,143,3,143
3123866,"Tong-Viet, H. P.",Acta Math. Hungar.,2013,article,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.4.10, 2007, http://www.gap-system.org.",4.4.10,Yes,104,3,104
3265322,"Tong-Viet, H. P.",Israel J. Math.,2014,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.5.6; 2012. http://www.gap-system.org.",4.5.6,Yes,103,3,103
3227444,"Tong-Viet, H. P.",Pacific J. Math.,2014,article,"The GAP Group, GAP–groups, algorithms, and programming, version 4.5.6, 2012, http://www.gap-system.org.",4.5.6,Yes,103,3,103
3036002,"Tong-Viet, H. P. and Wakefield, T. P.",Algebr. Represent. Theory,2013,article,"The GAP Group: Groups, Algorithms, and Programming, version 4.4.10. http://www.gapsystem.org (2007)",4.4.10,Yes,99,3,99
3779995,"Tong-Viet, H. P.",J. Algebra,2018,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.8.5, http://www.gap-system.org, 2016.",4.8.5,Yes,103,3,103
4135553,"Tong-Viet, H. P.",J. Algebra,2020,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, version 4.10.1, https://www.gap-system.org, 2019.",4.10.1,Yes,107,3,107
4056055,"Tong-Viet, H. P.",J. Algebra,2020,article,"The GAP Group, GAP – groups, algorithms, and programming, version 4.5.6, http://www.gap-system.org, 2012.",4.5.6,Yes,105,3,105
3320348,"Topalova, S. and Zhelezova, S.",Des. Codes Cryptogr.,2015,article,"GAP—Groups, Algorithms, Programming—a system for computational discrete algebra (http://www.gap-system.org/). Accessed 20 July 2013.",Unknown,Yes,132,2,132
3541790,"Topalova, S. and Zhelezova, S.",J. Combin. Des.,2016,article,"GAP, Groups, Algorithms, Programming—A System for Computational Discrete Algebra, http://www.gap-system.org/ (2016)",Unknown,Yes,115,2,115
3091368,"Topalova, S. and Zhelezova, S.",Appl. Algebra Engrg. Comm. Comput.,2013,article,"GAP—Groups, Algorithms, Programming—a System for Computational Discrete Algebra (http://www.gap-system.org/)",Unknown,Yes,108,2,108
3911218,"Topalova, S. and Zhelezova, S.",Des. Codes Cryptogr.,2019,article,"GAP: Groups, Algorithms, Programming—A System for Computational Discrete Algebra. https://www.gap-system.org/. Accessed 20 Dec 2017.",Unknown,Yes,132,2,132
2040282,"Totaro, B.",Duke Math. J.,2004,article,"THE GAP GROUP, GAP–Groups, Algorithms, and Programming, version 4.2, Lehrstuhl D für Mathematik, Rheinisch-Westfälische Technische Hochschule Aachen, Aachen, Germany; University of St. Andrews, Fife, Scotland, 2000, http://www-gap.dcs.st-and.ac.uk/gap",4.2,Yes,251,3,251
3548464,"Totaro, B.",Geom. Topol.,2016,article,"The GAP group, GAP: Groups, algorithms and programming (2013) Version 4.6.4 Available at http://www.gap-system.org/",4.6.4,Yes,115,3,115
3893367,"Traustason, G. and Williams, J.",J. Algebra,2019,article,"GAP4, The Gap Group, GAP – Groups, Algorithms, and Programming, version 4.9.1, https://www.gap-system.org, 2018.",4.9.1,Yes,112,3,112
3659336,"Trefethen, S.",J. Algebra,2017,article,"The GAP group, GAP – groups, algorithms, and programming, Version 4.4, http://www.gapsystem.org, 2004.",4.4,Yes,102,3,102
3795631,"Trefethen, S.",J. Pure Appl. Algebra,2018,article,"The GAP group, GAP – groups, algorithms, and programming, Version 4.4, http://www.gap-system.org, 2004.",4.4,Yes,103,3,103
4062378,"Trefethen, S. and Vinroot, C. R.",Internat. J. Algebra Comput.,2020,article,"GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.10.1; 2019, https://www.gap-system.org.",4.10.1,Yes,103,3,103
4077413,"Tsang, C. and Qin, C.",Internat. J. Algebra Comput.,2020,article,"The  GAP Group,  GAP — Groups, Algorithms, and Programming, Version 4.10.2 (2019), https://www.gap-system.org.",4.10.2,Yes,110,3,110
3578801,"Tsiovkina, L. Y.",Discrete Math.,2017,article,"The GAP Group, GAP Groups, Algorithms, and Programming, Version 4.6.4, 2013, http://www.gap-system.org.",4.6.4,Yes,103,3,103
3634298,"Tsunogai, H.",Tokyo J. Math.,2017,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.4; 2016. (http://www.gap-system.org)",4.8.4,Yes,106,3,106
3197173,"Tuan, B. A. and Ellis, G.",J. Algebra,2014,article,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.9, http://www.gap-system.org, 2006.",4.4.9,Yes,105,3,105
4032800,"Türkan, E. M.",Rend. Semin. Mat. Univ. Padova,2019,article,"The GAP group, GAP –Groups, Algorithms, and Programming, version 4.8.10, 2018. https://www.gap-system.org",4.8.10,Yes,105,3,105
2423808,"Turull, A.",J. Algebra,2008,article,"The GAP Group, GAP: Groups, Algorithms, and Programming, Version 4.4, http://www.gap-system.org, 2004.",4.4,Yes,102,3,102
3003995,"Ugolini, S.",J. Number Theory,2013,article,"GAP Group, GAP - groups, algorithms and programming, http://www.gap-system.org.",Unknown,Yes,79,1,79
3319053,"Ugolini, S.",J. Number Theory,2015,article,"The GAP Group, GAP–Groups, Algorithms and Programming, http://www.gap-system.org.",Unknown,Yes,81,1,81
